Date,Time,StationCode,WeatherCode,Tide,WY,WaterTemperature,Secchi,Conductivity,SpCnd,pH,DO,Turbidity,MicrocystisVisualRank,ConditionCode,FieldComments,LabComments,MeshSize,FlowMeterSpeed,SetTime,FlowMeterStart,FlowMeterEnd,Flowdiff,Flowdiff_ed,VolMeso,SubMeso,VolMicro,SubMicro,Subsample,PropSubsampled,VolNet,VolNet_ed,OrganismID,TaxonName,TaxonRank,LifeStage,Count,CPUE,CPUE_ed,Flag_PQC,Comment_PQC,Flag_QC1,Comment_QC1,Flag_QC2,Comment_QC2,Flag_QC3,Comment_QC3
2003-01-31,11:30:00,STTD,FOG,NA,2003,13,0.24,540,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,624114,648018,23904,5330,300,1,300,1,3,0.01,126.13,28.124,31,Tortanus sp.,Genus,NA,1,0.793,3.556,1,NA,7,FMHIGH,1,NA,7,FMCHANGE
2003-02-11,09:15:00,SHR,CLD,NA,2003,9,0.45,162,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,742262,750461,8199,8199,600,1,600,1,2,0.00333,43.262,43.262,63,Acanthocyclops vernalis,Species,NA,2,13.883,13.869,1,NA,1,NA,1,NA,1,NA
2003-02-11,09:15:00,SHR,CLD,NA,2003,9,0.45,162,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,742262,750461,8199,8199,600,1,600,1,2,0.00333,43.262,43.262,35,Bosmina longirostris,Species,NA,10,69.414,69.345,1,NA,1,NA,1,NA,1,NA
2003-02-11,09:15:00,SHR,CLD,NA,2003,9,0.45,162,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,742262,750461,8199,8199,600,1,600,1,2,0.00333,43.262,43.262,64,Calanoida,Order,copepodid,4,27.766,27.738,1,NA,1,NA,1,NA,1,NA
2003-02-11,09:15:00,SHR,CLD,NA,2003,9,0.45,162,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,742262,750461,8199,8199,600,1,600,1,2,0.00333,43.262,43.262,36,Ceriodaphnia sp.,Genus,NA,7,48.59,48.541,1,NA,1,NA,1,NA,1,NA
2003-02-11,09:15:00,SHR,CLD,NA,2003,9,0.45,162,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,742262,750461,8199,8199,600,1,600,1,2,0.00333,43.262,43.262,69,Cladocera,Suborder,NA,113,784.382,783.596,1,NA,1,NA,1,NA,1,NA
2003-02-11,09:15:00,SHR,CLD,NA,2003,9,0.45,162,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,742262,750461,8199,8199,600,1,600,1,2,0.00333,43.262,43.262,3,Copepoda,Subclass,nauplius,5,34.707,34.672,1,NA,1,NA,1,NA,1,NA
2003-02-11,09:15:00,SHR,CLD,NA,2003,9,0.45,162,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,742262,750461,8199,8199,600,1,600,1,2,0.00333,43.262,43.262,8,Cyclopoida,Order,copepodid,39,270.716,270.445,1,NA,1,NA,1,NA,1,NA
2003-02-11,09:15:00,SHR,CLD,NA,2003,9,0.45,162,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,742262,750461,8199,8199,600,1,600,1,2,0.00333,43.262,43.262,70,Cyclopoida,Order,NA,12,83.297,83.214,1,NA,1,NA,1,NA,1,NA
2003-02-11,09:15:00,SHR,CLD,NA,2003,9,0.45,162,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,742262,750461,8199,8199,600,1,600,1,2,0.00333,43.262,43.262,37,Daphnia sp.,Genus,NA,34,236.009,235.772,1,NA,1,NA,1,NA,1,NA
2003-02-11,09:15:00,SHR,CLD,NA,2003,9,0.45,162,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,742262,750461,8199,8199,600,1,600,1,2,0.00333,43.262,43.262,21,Diaptomus sp.,Genus,NA,6,41.649,41.607,1,NA,1,NA,1,NA,1,NA
2003-02-11,09:15:00,SHR,CLD,NA,2003,9,0.45,162,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,742262,750461,8199,8199,600,1,600,1,2,0.00333,43.262,43.262,1,Rotifera,Phylum,NA,21,145.77,145.624,1,NA,1,NA,1,NA,1,NA
2003-03-05,09:24:00,SHR,CLR,NA,2003,12.6,0.75,170,NA,NA,NA,NA,NA,NA,no start/stop time on datasheet,NA,150_micron,Regular,10,750518,757069,6551,6551,150,1,150,1,2,0.01333,34.566,34.566,63,Acanthocyclops vernalis,Species,NA,4,8.681,8.679,1,NA,1,NA,1,NA,1,NA
2003-03-05,09:24:00,SHR,CLR,NA,2003,12.6,0.75,170,NA,NA,NA,NA,NA,NA,no start/stop time on datasheet,NA,150_micron,Regular,10,750518,757069,6551,6551,150,1,150,1,2,0.01333,34.566,34.566,35,Bosmina longirostris,Species,NA,15,32.555,32.546,1,NA,1,NA,1,NA,1,NA
2003-03-05,09:24:00,SHR,CLR,NA,2003,12.6,0.75,170,NA,NA,NA,NA,NA,NA,no start/stop time on datasheet,NA,150_micron,Regular,10,750518,757069,6551,6551,150,1,150,1,2,0.01333,34.566,34.566,64,Calanoida,Order,copepodid,8,17.362,17.358,1,NA,1,NA,1,NA,1,NA
2003-03-05,09:24:00,SHR,CLR,NA,2003,12.6,0.75,170,NA,NA,NA,NA,NA,NA,no start/stop time on datasheet,NA,150_micron,Regular,10,750518,757069,6551,6551,150,1,150,1,2,0.01333,34.566,34.566,36,Ceriodaphnia sp.,Genus,NA,7,15.192,15.188,1,NA,1,NA,1,NA,1,NA
2003-03-05,09:24:00,SHR,CLR,NA,2003,12.6,0.75,170,NA,NA,NA,NA,NA,NA,no start/stop time on datasheet,NA,150_micron,Regular,10,750518,757069,6551,6551,150,1,150,1,2,0.01333,34.566,34.566,69,Cladocera,Suborder,NA,173,375.463,375.365,1,NA,1,NA,1,NA,1,NA
2003-03-05,09:24:00,SHR,CLR,NA,2003,12.6,0.75,170,NA,NA,NA,NA,NA,NA,no start/stop time on datasheet,NA,150_micron,Regular,10,750518,757069,6551,6551,150,1,150,1,2,0.01333,34.566,34.566,3,Copepoda,Subclass,nauplius,4,8.681,8.679,1,NA,1,NA,1,NA,1,NA
2003-03-05,09:24:00,SHR,CLR,NA,2003,12.6,0.75,170,NA,NA,NA,NA,NA,NA,no start/stop time on datasheet,NA,150_micron,Regular,10,750518,757069,6551,6551,150,1,150,1,2,0.01333,34.566,34.566,8,Cyclopoida,Order,copepodid,65,141.07,141.033,1,NA,1,NA,1,NA,1,NA
2003-03-05,09:24:00,SHR,CLR,NA,2003,12.6,0.75,170,NA,NA,NA,NA,NA,NA,no start/stop time on datasheet,NA,150_micron,Regular,10,750518,757069,6551,6551,150,1,150,1,2,0.01333,34.566,34.566,70,Cyclopoida,Order,NA,8,17.362,17.358,1,NA,1,NA,1,NA,1,NA
2003-03-05,09:24:00,SHR,CLR,NA,2003,12.6,0.75,170,NA,NA,NA,NA,NA,NA,no start/stop time on datasheet,NA,150_micron,Regular,10,750518,757069,6551,6551,150,1,150,1,2,0.01333,34.566,34.566,37,Daphnia sp.,Genus,NA,11,23.873,23.867,1,NA,1,NA,1,NA,1,NA
2003-03-05,09:24:00,SHR,CLR,NA,2003,12.6,0.75,170,NA,NA,NA,NA,NA,NA,no start/stop time on datasheet,NA,150_micron,Regular,10,750518,757069,6551,6551,150,1,150,1,2,0.01333,34.566,34.566,21,Diaptomus sp.,Genus,NA,1,2.17,2.17,1,NA,1,NA,1,NA,1,NA
2003-03-05,09:24:00,SHR,CLR,NA,2003,12.6,0.75,170,NA,NA,NA,NA,NA,NA,no start/stop time on datasheet,NA,150_micron,Regular,10,750518,757069,6551,6551,150,1,150,1,2,0.01333,34.566,34.566,33,Osphranticum labronectum,Species,NA,1,2.17,2.17,1,NA,1,NA,1,NA,1,NA
2003-03-05,09:24:00,SHR,CLR,NA,2003,12.6,0.75,170,NA,NA,NA,NA,NA,NA,no start/stop time on datasheet,NA,150_micron,Regular,10,750518,757069,6551,6551,150,1,150,1,2,0.01333,34.566,34.566,1,Rotifera,Phylum,NA,49,106.345,106.317,1,NA,1,NA,1,NA,1,NA
2003-03-05,11:00:00,STTD,CLR,NA,2003,14.7,0.19,784,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,757139,765317,8178,8178,600,1,600,1,1,0.00167,43.151,43.151,63,Acanthocyclops vernalis,Species,NA,12,166.523,166.855,1,NA,1,NA,1,NA,1,NA
2003-03-05,11:00:00,STTD,CLR,NA,2003,14.7,0.19,784,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,757139,765317,8178,8178,600,1,600,1,1,0.00167,43.151,43.151,35,Bosmina longirostris,Species,NA,5,69.385,69.523,1,NA,1,NA,1,NA,1,NA
2003-03-05,11:00:00,STTD,CLR,NA,2003,14.7,0.19,784,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,757139,765317,8178,8178,600,1,600,1,1,0.00167,43.151,43.151,36,Ceriodaphnia sp.,Genus,NA,10,138.769,139.046,1,NA,1,NA,1,NA,1,NA
2003-03-05,11:00:00,STTD,CLR,NA,2003,14.7,0.19,784,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,757139,765317,8178,8178,600,1,600,1,1,0.00167,43.151,43.151,69,Cladocera,Suborder,NA,245,3399.842,3406.62,1,NA,1,NA,1,NA,1,NA
2003-03-05,11:00:00,STTD,CLR,NA,2003,14.7,0.19,784,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,757139,765317,8178,8178,600,1,600,1,1,0.00167,43.151,43.151,8,Cyclopoida,Order,copepodid,47,652.215,653.515,1,NA,1,NA,1,NA,1,NA
2003-03-05,11:00:00,STTD,CLR,NA,2003,14.7,0.19,784,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,757139,765317,8178,8178,600,1,600,1,1,0.00167,43.151,43.151,70,Cyclopoida,Order,NA,3,41.631,41.714,1,NA,1,NA,1,NA,1,NA
2003-03-05,11:00:00,STTD,CLR,NA,2003,14.7,0.19,784,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,757139,765317,8178,8178,600,1,600,1,1,0.00167,43.151,43.151,37,Daphnia sp.,Genus,NA,11,152.646,152.95,1,NA,1,NA,1,NA,1,NA
2003-03-05,11:00:00,STTD,CLR,NA,2003,14.7,0.19,784,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,757139,765317,8178,8178,600,1,600,1,1,0.00167,43.151,43.151,21,Diaptomus sp.,Genus,NA,1,13.877,13.905,1,NA,1,NA,1,NA,1,NA
2003-03-05,11:00:00,STTD,CLR,NA,2003,14.7,0.19,784,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,757139,765317,8178,8178,600,1,600,1,1,0.00167,43.151,43.151,46,Harpacticoida,Order,NA,1,13.877,13.905,1,NA,1,NA,1,NA,1,NA
2003-03-05,11:00:00,STTD,CLR,NA,2003,14.7,0.19,784,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,757139,765317,8178,8178,600,1,600,1,1,0.00167,43.151,43.151,1,Rotifera,Phylum,NA,24,333.046,333.71,1,NA,1,NA,1,NA,1,NA
2003-03-18,09:00:00,SHR,CLR,NA,2003,13.1,0.12,126,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,765366,767599,2233,2233,450,1,450,1,2,0.00444,11.782,11.782,35,Bosmina longirostris,Species,NA,37,707.294,706.56,1,NA,1,NA,1,NA,1,NA
2003-03-18,09:00:00,SHR,CLR,NA,2003,13.1,0.12,126,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,765366,767599,2233,2233,450,1,450,1,2,0.00444,11.782,11.782,64,Calanoida,Order,copepodid,3,57.348,57.289,1,NA,1,NA,1,NA,1,NA
2003-03-18,09:00:00,SHR,CLR,NA,2003,13.1,0.12,126,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,765366,767599,2233,2233,450,1,450,1,2,0.00444,11.782,11.782,36,Ceriodaphnia sp.,Genus,NA,1,19.116,19.096,1,NA,1,NA,1,NA,1,NA
2003-03-18,09:00:00,SHR,CLR,NA,2003,13.1,0.12,126,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,765366,767599,2233,2233,450,1,450,1,2,0.00444,11.782,11.782,69,Cladocera,Suborder,NA,28,535.249,534.694,1,NA,1,NA,1,NA,1,NA
2003-03-18,09:00:00,SHR,CLR,NA,2003,13.1,0.12,126,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,765366,767599,2233,2233,450,1,450,1,2,0.00444,11.782,11.782,8,Cyclopoida,Order,copepodid,50,955.802,954.811,1,NA,1,NA,1,NA,1,NA
2003-03-18,09:00:00,SHR,CLR,NA,2003,13.1,0.12,126,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,765366,767599,2233,2233,450,1,450,1,2,0.00444,11.782,11.782,70,Cyclopoida,Order,NA,3,57.348,57.289,1,NA,1,NA,1,NA,1,NA
2003-03-18,09:00:00,SHR,CLR,NA,2003,13.1,0.12,126,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,765366,767599,2233,2233,450,1,450,1,2,0.00444,11.782,11.782,37,Daphnia sp.,Genus,NA,9,172.044,171.866,1,NA,1,NA,1,NA,1,NA
2003-03-18,09:00:00,SHR,CLR,NA,2003,13.1,0.12,126,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,765366,767599,2233,2233,450,1,450,1,2,0.00444,11.782,11.782,21,Diaptomus sp.,Genus,NA,2,38.232,38.192,1,NA,1,NA,1,NA,1,NA
2003-03-18,09:00:00,SHR,CLR,NA,2003,13.1,0.12,126,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,765366,767599,2233,2233,450,1,450,1,2,0.00444,11.782,11.782,6,Ostracoda,Class,NA,1,19.116,19.096,1,NA,1,NA,1,NA,1,NA
2003-03-18,09:00:00,SHR,CLR,NA,2003,13.1,0.12,126,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,765366,767599,2233,2233,450,1,450,1,2,0.00444,11.782,11.782,1,Rotifera,Phylum,NA,93,1777.792,1775.948,1,NA,1,NA,1,NA,1,NA
2003-03-18,10:40:00,STTD,CLR,NA,2003,14,0.07,440,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,767680,776354,8674,8674,450,1,450,1,1,0.00222,45.768,45.768,63,Acanthocyclops vernalis,Species,NA,2,19.684,19.664,1,NA,1,NA,1,NA,1,NA
2003-03-18,10:40:00,STTD,CLR,NA,2003,14,0.07,440,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,767680,776354,8674,8674,450,1,450,1,1,0.00222,45.768,45.768,35,Bosmina longirostris,Species,NA,39,383.84,383.452,1,NA,1,NA,1,NA,1,NA
2003-03-18,10:40:00,STTD,CLR,NA,2003,14,0.07,440,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,767680,776354,8674,8674,450,1,450,1,1,0.00222,45.768,45.768,64,Calanoida,Order,copepodid,6,59.052,58.993,1,NA,1,NA,1,NA,1,NA
2003-03-18,10:40:00,STTD,CLR,NA,2003,14,0.07,440,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,767680,776354,8674,8674,450,1,450,1,1,0.00222,45.768,45.768,36,Ceriodaphnia sp.,Genus,NA,6,59.052,58.993,1,NA,1,NA,1,NA,1,NA
2003-03-18,10:40:00,STTD,CLR,NA,2003,14,0.07,440,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,767680,776354,8674,8674,450,1,450,1,1,0.00222,45.768,45.768,69,Cladocera,Suborder,NA,89,875.941,875.058,1,NA,1,NA,1,NA,1,NA
2003-03-18,10:40:00,STTD,CLR,NA,2003,14,0.07,440,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,767680,776354,8674,8674,450,1,450,1,1,0.00222,45.768,45.768,3,Copepoda,Subclass,nauplius,2,19.684,19.664,1,NA,1,NA,1,NA,1,NA
2003-03-18,10:40:00,STTD,CLR,NA,2003,14,0.07,440,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,767680,776354,8674,8674,450,1,450,1,1,0.00222,45.768,45.768,8,Cyclopoida,Order,copepodid,22,216.525,216.306,1,NA,1,NA,1,NA,1,NA
2003-03-18,10:40:00,STTD,CLR,NA,2003,14,0.07,440,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,767680,776354,8674,8674,450,1,450,1,1,0.00222,45.768,45.768,70,Cyclopoida,Order,NA,1,9.842,9.832,1,NA,1,NA,1,NA,1,NA
2003-03-18,10:40:00,STTD,CLR,NA,2003,14,0.07,440,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,767680,776354,8674,8674,450,1,450,1,1,0.00222,45.768,45.768,37,Daphnia sp.,Genus,NA,12,118.104,117.985,1,NA,1,NA,1,NA,1,NA
2003-03-18,10:40:00,STTD,CLR,NA,2003,14,0.07,440,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,767680,776354,8674,8674,450,1,450,1,1,0.00222,45.768,45.768,21,Diaptomus sp.,Genus,NA,1,9.842,9.832,1,NA,1,NA,1,NA,1,NA
2003-03-18,10:40:00,STTD,CLR,NA,2003,14,0.07,440,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,767680,776354,8674,8674,450,1,450,1,1,0.00222,45.768,45.768,46,Harpacticoida,Order,NA,5,49.21,49.161,1,NA,1,NA,1,NA,1,NA
2003-03-18,10:40:00,STTD,CLR,NA,2003,14,0.07,440,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,767680,776354,8674,8674,450,1,450,1,1,0.00222,45.768,45.768,6,Ostracoda,Class,NA,2,19.684,19.664,1,NA,1,NA,1,NA,1,NA
2003-03-18,10:40:00,STTD,CLR,NA,2003,14,0.07,440,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,767680,776354,8674,8674,450,1,450,1,1,0.00222,45.768,45.768,1,Rotifera,Phylum,NA,56,551.154,550.598,1,NA,1,NA,1,NA,1,NA
2003-04-01,09:00:00,SHR,CLD,NA,2003,15.3,0.6,170,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,781284,781630,346,346,500,1,500,1,6,0.012,1.826,1.826,35,Bosmina longirostris,Species,NA,12,547.645,547.744,1,NA,3,FMLOW,1,NA,1,NA
2003-04-01,09:00:00,SHR,CLD,NA,2003,15.3,0.6,170,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,781284,781630,346,346,500,1,500,1,6,0.012,1.826,1.826,64,Calanoida,Order,copepodid,2,91.274,91.291,1,NA,3,FMLOW,1,NA,1,NA
2003-04-01,09:00:00,SHR,CLD,NA,2003,15.3,0.6,170,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,781284,781630,346,346,500,1,500,1,6,0.012,1.826,1.826,36,Ceriodaphnia sp.,Genus,NA,4,182.548,182.581,1,NA,3,FMLOW,1,NA,1,NA
2003-04-01,09:00:00,SHR,CLD,NA,2003,15.3,0.6,170,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,781284,781630,346,346,500,1,500,1,6,0.012,1.826,1.826,69,Cladocera,Suborder,NA,69,3148.959,3149.527,1,NA,3,FMLOW,1,NA,1,NA
2003-04-01,09:00:00,SHR,CLD,NA,2003,15.3,0.6,170,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,781284,781630,346,346,500,1,500,1,6,0.012,1.826,1.826,3,Copepoda,Subclass,nauplius,2,91.274,91.291,1,NA,3,FMLOW,1,NA,1,NA
2003-04-01,09:00:00,SHR,CLD,NA,2003,15.3,0.6,170,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,781284,781630,346,346,500,1,500,1,6,0.012,1.826,1.826,8,Cyclopoida,Order,copepodid,25,1140.927,1141.133,1,NA,3,FMLOW,1,NA,1,NA
2003-04-01,09:00:00,SHR,CLD,NA,2003,15.3,0.6,170,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,781284,781630,346,346,500,1,500,1,6,0.012,1.826,1.826,70,Cyclopoida,Order,NA,1,45.637,45.645,1,NA,3,FMLOW,1,NA,1,NA
2003-04-01,09:00:00,SHR,CLD,NA,2003,15.3,0.6,170,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,781284,781630,346,346,500,1,500,1,6,0.012,1.826,1.826,37,Daphnia sp.,Genus,NA,1,45.637,45.645,1,NA,3,FMLOW,1,NA,1,NA
2003-04-01,09:00:00,SHR,CLD,NA,2003,15.3,0.6,170,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,781284,781630,346,346,500,1,500,1,6,0.012,1.826,1.826,6,Ostracoda,Class,NA,1,45.637,45.645,1,NA,3,FMLOW,1,NA,1,NA
2003-04-01,09:00:00,SHR,CLD,NA,2003,15.3,0.6,170,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,781284,781630,346,346,500,1,500,1,6,0.012,1.826,1.826,1,Rotifera,Phylum,NA,104,4746.258,4747.112,1,NA,3,FMLOW,1,NA,1,NA
2003-04-01,10:27:00,STTD,CLD,NA,2003,17,0.24,713,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,781626,793506,11880,11880,950,1,950,1,1,0.00105,62.685,62.685,63,Acanthocyclops vernalis,Species,NA,14,212.704,212.172,1,NA,3,FMHIGH,1,NA,1,NA
2003-04-01,10:27:00,STTD,CLD,NA,2003,17,0.24,713,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,781626,793506,11880,11880,950,1,950,1,1,0.00105,62.685,62.685,35,Bosmina longirostris,Species,NA,34,516.566,515.276,1,NA,3,FMHIGH,1,NA,1,NA
2003-04-01,10:27:00,STTD,CLD,NA,2003,17,0.24,713,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,781626,793506,11880,11880,950,1,950,1,1,0.00105,62.685,62.685,36,Ceriodaphnia sp.,Genus,NA,2,30.386,30.31,1,NA,3,FMHIGH,1,NA,1,NA
2003-04-01,10:27:00,STTD,CLD,NA,2003,17,0.24,713,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,781626,793506,11880,11880,950,1,950,1,1,0.00105,62.685,62.685,69,Cladocera,Suborder,NA,120,1823.175,1818.62,1,NA,3,FMHIGH,1,NA,1,NA
2003-04-01,10:27:00,STTD,CLD,NA,2003,17,0.24,713,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,781626,793506,11880,11880,950,1,950,1,1,0.00105,62.685,62.685,3,Copepoda,Subclass,nauplius,1,15.193,15.155,1,NA,3,FMHIGH,1,NA,1,NA
2003-04-01,10:27:00,STTD,CLD,NA,2003,17,0.24,713,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,781626,793506,11880,11880,950,1,950,1,1,0.00105,62.685,62.685,8,Cyclopoida,Order,copepodid,43,653.304,651.672,1,NA,3,FMHIGH,1,NA,1,NA
2003-04-01,10:27:00,STTD,CLD,NA,2003,17,0.24,713,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,781626,793506,11880,11880,950,1,950,1,1,0.00105,62.685,62.685,70,Cyclopoida,Order,NA,2,30.386,30.31,1,NA,3,FMHIGH,1,NA,1,NA
2003-04-01,10:27:00,STTD,CLD,NA,2003,17,0.24,713,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,781626,793506,11880,11880,950,1,950,1,1,0.00105,62.685,62.685,37,Daphnia sp.,Genus,NA,1,15.193,15.155,1,NA,3,FMHIGH,1,NA,1,NA
2003-04-01,10:27:00,STTD,CLD,NA,2003,17,0.24,713,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,781626,793506,11880,11880,950,1,950,1,1,0.00105,62.685,62.685,46,Harpacticoida,Order,NA,1,15.193,15.155,1,NA,3,FMHIGH,1,NA,1,NA
2003-04-01,10:27:00,STTD,CLD,NA,2003,17,0.24,713,NA,NA,NA,NA,NA,NA,NA,NA,150_micron,Regular,10,781626,793506,11880,11880,950,1,950,1,1,0.00105,62.685,62.685,1,Rotifera,Phylum,NA,87,1321.802,1318.499,1,NA,3,FMHIGH,1,NA,1,NA
2003-04-14,09:00:00,SHR,CLR,NA,2003,14,0.6,163,NA,NA,NA,NA,NA,NA,flowmeter not spinning freely,NA,150_micron,Regular,10,793522,793569,47,2763,700,1,700,1,3,0.00429,0.248,14.579,63,Acanthocyclops vernalis,Species,NA,1,939.92,16.005,1,NA,7,FMLOW,5,SAMP,7,FMCHANGE
2003-04-14,09:00:00,SHR,CLR,NA,2003,14,0.6,163,NA,NA,NA,NA,NA,NA,flowmeter not spinning freely,NA,150_micron,Regular,10,793522,793569,47,2763,700,1,700,1,3,0.00429,0.248,14.579,35,Bosmina longirostris,Species,NA,11,10339.123,176.052,1,NA,7,FMLOW,5,SAMP,7,FMCHANGE
2003-04-14,09:00:00,SHR,CLR,NA,2003,14,0.6,163,NA,NA,NA,NA,NA,NA,flowmeter not spinning freely,NA,150_micron,Regular,10,793522,793569,47,2763,700,1,700,1,3,0.00429,0.248,14.579,64,Calanoida,Order,copepodid,1,939.92,16.005,1,NA,7,FMLOW,5,SAMP,7,FMCHANGE
2003-04-14,09:00:00,SHR,CLR,NA,2003,14,0.6,163,NA,NA,NA,NA,NA,NA,flowmeter not spinning freely,NA,150_micron,Regular,10,793522,793569,47,2763,700,1,700,1,3,0.00429,0.248,14.579,36,Ceriodaphnia sp.,Genus,NA,3,2819.761,48.014,1,NA,7,FMLOW,5,SAMP,7,FMCHANGE
2003-04-14,09:00:00,SHR,CLR,NA,2003,14,0.6,163,NA,NA,NA,NA,NA,NA,flowmeter not spinning freely,NA,150_micron,Regular,10,793522,793569,47,2763,700,1,700,1,3,0.00429,0.248,14.579,69,Cladocera,Suborder,NA,26,24437.928,416.124,1,NA,7,FMLOW,5,SAMP,7,FMCHANGE
2003-04-14,09:00:00,SHR,CLR,NA,2003,14,0.6,163,NA,NA,NA,NA,NA,NA,flowmeter not spinning freely,NA,150_micron,Regular,10,793522,793569,47,2763,700,1,700,1,3,0.00429,0.248,14.579,3,Copepoda,Subclass,nauplius,1,939.92,16.005,1,NA,7,FMLOW,5,SAMP,7,FMCHANGE
2003-04-14,09:00:00,SHR,CLR,NA,2003,14,0.6,163,NA,NA,NA,NA,NA,NA,flowmeter not spinning freely,NA,150_micron,Regular,10,793522,793569,47,2763,700,1,700,1,3,0.00429,0.248,14.579,8,Cyclopoida,Order,copepodid,17,15978.645,272.081,1,NA,7,FMLOW,5,SAMP,7,FMCHANGE
2003-04-14,09:00:00,SHR,CLR,NA,2003,14,0.6,163,NA,NA,NA,NA,NA,NA,flowmeter not spinning freely,NA,150_micron,Regular,10,793522,793569,47,2763,700,1,700,1,3,0.00429,0.248,14.579,70,Cyclopoida,Order,NA,2,1879.841,32.01,1,NA,7,FMLOW,5,SAMP,7,FMCHANGE
2003-04-14,09:00:00,SHR,CLR,NA,2003,14,0.6,163,NA,NA,NA,NA,NA,NA,flowmeter not spinning freely,NA,150_micron,Regular,10,793522,793569,47,2763,700,1,700,1,3,0.00429,0.248,14.579,37,Daphnia sp.,Genus,NA,2,1879.841,32.01,1,NA,7,FMLOW,5,SAMP,7,FMCHANGE
