Date,Station.Code,Time,WeatherCode,Tide,YSI..,WaterTemperature,SecchiDiskDepth,EC,SpCnd,pH,DO,Turbidity,StartTime,StopTime,SetTime,DriftStartMeter,DriftEndMeter,FlowMeterSpeed,ConditionCode,Count,Category,Phylum,Class,Order,Family,Species,PhysicalDataID,OrganismID,InvertDataID,InvertCatchID,Distance,Volume,CPUE,Year,Month
4/9/04,STTD,14:55,CLR,NA,NA,20,0.21,720,NA,NA,NA,NA,14:55,15:05,10,181304,192008,Regular,NA,26,Aquatic Insects,Anthropoda,Insecta,Diptera,Chironomidae,,608,34,630,4256,287.6488796,9.93E-05,261727.7645,2004,4
4/23/04,SHR,9:15,CLR,NA,NA,14.6,0.78,141,NA,NA,NA,NA,9:15,9:25,10,210377,210548,Regular,NA,1,Aquatic Insects,Anthropoda,Insecta,Diptera,Tipulidae,,610,39,625,4235,4.595287595,0.006218327,160.814964,2004,4
4/23/04,SHR,9:15,CLR,NA,NA,14.6,0.78,141,NA,NA,NA,NA,9:15,9:25,10,210377,210548,Regular,NA,1,Terrestrial Insects,Arthropoda,Insecta,Homoptera,,,610,65,625,4236,4.595287595,0.006218327,160.814964,2004,4
4/23/04,SHR,9:15,CLR,NA,NA,14.6,0.78,141,NA,NA,NA,NA,9:15,9:25,10,210377,210548,Regular,NA,1,Terrestrial Insects,Arthropoda,Insecta,Coleoptera,,,610,63,625,4237,4.595287595,0.006218327,160.814964,2004,4
4/23/04,SHR,9:15,CLR,NA,NA,14.6,0.78,141,NA,NA,NA,NA,9:15,9:25,10,210377,210548,Regular,NA,1,Aquatic Insects,Anthropoda,Insecta,Diptera,Chironomidae,,610,34,625,4234,4.595287595,0.006218327,160.814964,2004,4
4/23/04,STTD,12:35,CLR,NA,NA,16.9,0.25,585,NA,NA,NA,NA,12:35,12:45,10,210539,221430,Regular,NA,9,Terrestrial Insects,Arthropoda,Insecta,Diptera,,,609,64,624,4185,292.6741357,9.76E-05,92180.83013,2004,4
4/23/04,STTD,12:35,CLR,NA,NA,16.9,0.25,585,NA,NA,NA,NA,12:35,12:45,10,210539,221430,Regular,NA,1,Aquatic Insects,Anthropoda,Insecta,Hemiptera,Corixidae,,609,44,624,4180,292.6741357,9.76E-05,10242.31446,2004,4
4/23/04,STTD,12:35,CLR,NA,NA,16.9,0.25,585,NA,NA,NA,NA,12:35,12:45,10,210539,221430,Regular,NA,10,Aquatic Insects,Anthropoda,Insecta,Diptera,Chironomidae,,609,34,624,4181,292.6741357,9.76E-05,102423.1446,2004,4
4/23/04,STTD,12:35,CLR,NA,NA,16.9,0.25,585,NA,NA,NA,NA,12:35,12:45,10,210539,221430,Regular,NA,11,Terrestrial Insects,Arthropoda,Insecta,Homoptera,,,609,65,624,4184,292.6741357,9.76E-05,112665.4591,2004,4
4/23/04,STTD,12:35,CLR,NA,NA,16.9,0.25,585,NA,NA,NA,NA,12:35,12:45,10,210539,221430,Regular,NA,1,Aquatic Non-Insects,Chordata,,Fish,Fish,,609,79,624,4179,292.6741357,9.76E-05,10242.31446,2004,4
4/23/04,STTD,12:35,CLR,NA,NA,16.9,0.25,585,NA,NA,NA,NA,12:35,12:45,10,210539,221430,Regular,NA,1,Terrestrial Non-Insects,Arthropoda,Arachnida,Araneida,,,609,58,624,4182,292.6741357,9.76E-05,10242.31446,2004,4
4/23/04,STTD,12:35,CLR,NA,NA,16.9,0.25,585,NA,NA,NA,NA,12:35,12:45,10,210539,221430,Regular,NA,2,Aquatic Non-Insects,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,,609,18,624,4177,292.6741357,9.76E-05,20484.62892,2004,4
4/23/04,STTD,12:35,CLR,NA,NA,16.9,0.25,585,NA,NA,NA,NA,12:35,12:45,10,210539,221430,Regular,NA,1,Aquatic Non-Insects,Annelida,Oligochaeta,Haplotaxida,Naididae,,609,4,624,4178,292.6741357,9.76E-05,10242.31446,2004,4
4/23/04,STTD,12:35,CLR,NA,NA,16.9,0.25,585,NA,NA,NA,NA,12:35,12:45,10,210539,221430,Regular,NA,1,Terrestrial Insects,Arthropoda,Insecta,Thysanoptera,,,609,85,624,4183,292.6741357,9.76E-05,10242.31446,2004,4
5/21/04,SHR,10:20,CLR,NA,NA,19.5,1,167,NA,NA,NA,NA,10:35,10:45,10,221754,221818,Regular,NA,1,Terrestrial Non-Insects,Arthropoda,Arachnida,Araneida,,,615,58,626,4242,1.71987372,0.016614592,60.18805669,2004,5
5/21/04,SHR,10:20,CLR,NA,NA,19.5,1,167,NA,NA,NA,NA,10:35,10:45,10,221754,221818,Regular,NA,3,Aquatic Insects,Anthropoda,Insecta,Diptera,Tipulidae,,615,39,626,4241,1.71987372,0.016614592,180.5641701,2004,5
5/21/04,SHR,10:20,CLR,NA,NA,19.5,1,167,NA,NA,NA,NA,10:35,10:45,10,221754,221818,Regular,NA,1,Terrestrial Insects,Arthropoda,Insecta,Psocoptera,,,615,67,626,4243,1.71987372,0.016614592,60.18805669,2004,5
5/21/04,SHR,10:20,CLR,NA,NA,19.5,1,167,NA,NA,NA,NA,10:35,10:45,10,221754,221818,Regular,NA,1,Aquatic Non-Insects,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,,615,18,626,4238,1.71987372,0.016614592,60.18805669,2004,5
5/21/04,SHR,10:20,CLR,NA,NA,19.5,1,167,NA,NA,NA,NA,10:35,10:45,10,221754,221818,Regular,NA,1,Aquatic Non-Insects,Chordata,,Fish,Fish,,615,79,626,4239,1.71987372,0.016614592,60.18805669,2004,5
5/21/04,SHR,10:20,CLR,NA,NA,19.5,1,167,NA,NA,NA,NA,10:35,10:45,10,221754,221818,Regular,NA,1,Aquatic Insects,Anthropoda,Insecta,Diptera,Chironomidae,,615,34,626,4240,1.71987372,0.016614592,60.18805669,2004,5
5/21/04,STTD,13:40,CLR,NA,NA,21,0.16,444,NA,NA,NA,NA,14:05,14:15,10,221812,225008,Regular,NA,1,Aquatic Non-Insects,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,,616,18,627,4186,85.88619389,0.000332708,3005.641081,2004,5
5/21/04,STTD,13:40,CLR,NA,NA,21,0.16,444,NA,NA,NA,NA,14:05,14:15,10,221812,225008,Regular,NA,1,Aquatic Non-Insects,Arthropoda,Malacostraca,Mysidacea,Mysidae,,616,13,627,4188,85.88619389,0.000332708,3005.641081,2004,5
5/21/04,STTD,13:40,CLR,NA,NA,21,0.16,444,NA,NA,NA,NA,14:05,14:15,10,221812,225008,Regular,NA,1,Terrestrial Insects,Arthropoda,Insecta,Diptera,,,616,64,627,4193,85.88619389,0.000332708,3005.641081,2004,5
5/21/04,STTD,13:40,CLR,NA,NA,21,0.16,444,NA,NA,NA,NA,14:05,14:15,10,221812,225008,Regular,NA,1,Terrestrial Insects,Arthropoda,Insecta,Coleoptera,,,616,63,627,4192,85.88619389,0.000332708,3005.641081,2004,5
5/21/04,STTD,13:40,CLR,NA,NA,21,0.16,444,NA,NA,NA,NA,14:05,14:15,10,221812,225008,Regular,NA,1,Terrestrial Insects,Arthropoda,Insecta,Homoptera,,,616,65,627,4191,85.88619389,0.000332708,3005.641081,2004,5
5/21/04,STTD,13:40,CLR,NA,NA,21,0.16,444,NA,NA,NA,NA,14:05,14:15,10,221812,225008,Regular,NA,1,Terrestrial Insects,Arthropoda,Insecta,Hymenoptera,,,616,66,627,4194,85.88619389,0.000332708,3005.641081,2004,5
5/21/04,STTD,13:40,CLR,NA,NA,21,0.16,444,NA,NA,NA,NA,14:05,14:15,10,221812,225008,Regular,NA,10,Aquatic Non-Insects,Chordata,,Fish,Fish,,616,79,627,4189,85.88619389,0.000332708,30056.41081,2004,5
5/21/04,STTD,13:40,CLR,NA,NA,21,0.16,444,NA,NA,NA,NA,14:05,14:15,10,221812,225008,Regular,NA,1,Aquatic Non-Insects,Annelida,Oligochaeta,Haplotaxida,Naididae,,616,4,627,4187,85.88619389,0.000332708,3005.641081,2004,5
5/21/04,STTD,13:40,CLR,NA,NA,21,0.16,444,NA,NA,NA,NA,14:05,14:15,10,221812,225008,Regular,NA,1,Terrestrial Insects,Arthropoda,Insecta,Thysanoptera,,,616,85,627,4190,85.88619389,0.000332708,3005.641081,2004,5
6/18/04,SHR,15:00,CLR,NA,NA,21.9,0.62,118,NA,NA,NA,NA,15:20,15:30,10,234522,235042,Regular,NA,1,Terrestrial Insects,Arthropoda,Insecta,Homoptera,,,617,65,628,4249,13.97397397,0.002044873,489.0279606,2004,6
6/18/04,SHR,15:00,CLR,NA,NA,21.9,0.62,118,NA,NA,NA,NA,15:20,15:30,10,234522,235042,Regular,NA,1,Terrestrial Insects,Arthropoda,Insecta,Hemiptera,,,617,71,628,4248,13.97397397,0.002044873,489.0279606,2004,6
6/18/04,SHR,15:00,CLR,NA,NA,21.9,0.62,118,NA,NA,NA,NA,15:20,15:30,10,234522,235042,Regular,NA,1,Aquatic Non-Insects,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,,617,18,628,4244,13.97397397,0.002044873,489.0279606,2004,6
6/18/04,SHR,15:00,CLR,NA,NA,21.9,0.62,118,NA,NA,NA,NA,15:20,15:30,10,234522,235042,Regular,NA,1,Aquatic Insects,Anthropoda,Insecta,Coleoptera,Hydraenidae,,617,52,628,4246,13.97397397,0.002044873,489.0279606,2004,6
6/18/04,SHR,15:00,CLR,NA,NA,21.9,0.62,118,NA,NA,NA,NA,15:20,15:30,10,234522,235042,Regular,NA,1,Aquatic Insects,Anthropoda,Insecta,Diptera,Tipulidae,,617,39,628,4247,13.97397397,0.002044873,489.0279606,2004,6
6/18/04,SHR,15:00,CLR,NA,NA,21.9,0.62,118,NA,NA,NA,NA,15:20,15:30,10,234522,235042,Regular,NA,1,Aquatic Insects,Anthropoda,Insecta,Ephemeroptera,Leptohyphidae,,617,107,628,4245,13.97397397,0.002044873,489.0279606,2004,6
6/18/04,SHR,15:00,CLR,NA,NA,21.9,0.62,118,NA,NA,NA,NA,15:20,15:30,10,234522,235042,Regular,NA,3,Terrestrial Insects,Arthropoda,Insecta,Coleoptera,,,617,63,628,4250,13.97397397,0.002044873,1467.083882,2004,6
6/18/04,STTD,11:55,CLR,NA,NA,22.8,0.58,273,NA,NA,NA,NA,11:55,12:05,10,226056,234517,Regular,NA,9,Aquatic Insects,Anthropoda,Insecta,Hemiptera,Veliidae,,618,95,629,4197,227.3726804,0.000125675,71613.44264,2004,6
6/18/04,STTD,11:55,CLR,NA,NA,22.8,0.58,273,NA,NA,NA,NA,11:55,12:05,10,226056,234517,Regular,NA,1,Terrestrial Insects,Arthropoda,Insecta,Homoptera,,,618,65,629,4202,227.3726804,0.000125675,7957.049182,2004,6
6/18/04,STTD,11:55,CLR,NA,NA,22.8,0.58,273,NA,NA,NA,NA,11:55,12:05,10,226056,234517,Regular,NA,1,Terrestrial Insects,Arthropoda,Insecta,Thysanoptera,,,618,85,629,4201,227.3726804,0.000125675,7957.049182,2004,6
6/18/04,STTD,11:55,CLR,NA,NA,22.8,0.58,273,NA,NA,NA,NA,11:55,12:05,10,226056,234517,Regular,NA,2,Terrestrial Insects,Arthropoda,Insecta,Diptera,,,618,64,629,4204,227.3726804,0.000125675,15914.09836,2004,6
6/18/04,STTD,11:55,CLR,NA,NA,22.8,0.58,273,NA,NA,NA,NA,11:55,12:05,10,226056,234517,Regular,NA,2,Aquatic Insects,Anthropoda,Insecta,Diptera,Chironomidae,,618,34,629,4199,227.3726804,0.000125675,15914.09836,2004,6
6/18/04,STTD,11:55,CLR,NA,NA,22.8,0.58,273,NA,NA,NA,NA,11:55,12:05,10,226056,234517,Regular,NA,9,Aquatic Non-Insects,Chordata,,Fish,Fish,,618,79,629,4196,227.3726804,0.000125675,71613.44264,2004,6
6/18/04,STTD,11:55,CLR,NA,NA,22.8,0.58,273,NA,NA,NA,NA,11:55,12:05,10,226056,234517,Regular,NA,2,Terrestrial Insects,Arthropoda,Insecta,Psocoptera,,,618,67,629,4200,227.3726804,0.000125675,15914.09836,2004,6
6/18/04,STTD,11:55,CLR,NA,NA,22.8,0.58,273,NA,NA,NA,NA,11:55,12:05,10,226056,234517,Regular,NA,1,Terrestrial Insects,Arthropoda,Insecta,Hymenoptera,,,618,66,629,4205,227.3726804,0.000125675,7957.049182,2004,6
6/18/04,STTD,11:55,CLR,NA,NA,22.8,0.58,273,NA,NA,NA,NA,11:55,12:05,10,226056,234517,Regular,NA,2,Terrestrial Insects,Arthropoda,Insecta,Coleoptera,,,618,63,629,4203,227.3726804,0.000125675,15914.09836,2004,6
6/18/04,STTD,11:55,CLR,NA,NA,22.8,0.58,273,NA,NA,NA,NA,11:55,12:05,10,226056,234517,Regular,NA,1,Aquatic Insects,Anthropoda,Insecta,Coleoptera,Hydraenidae,,618,52,629,4198,227.3726804,0.000125675,7957.049182,2004,6
6/18/04,STTD,11:55,CLR,NA,NA,22.8,0.58,273,NA,NA,NA,NA,11:55,12:05,10,226056,234517,Regular,NA,1,Aquatic Non-Insects,Arthropoda,Malacostraca,Amphipoda,Corophiidae,,618,9,629,4195,227.3726804,0.000125675,7957.049182,2004,6
12/29/04,SHR,10:41,RAN,NA,NA,8.9,0.21,189,NA,NA,NA,NA,10:41,10:51,10,48,3601,Regular,1,3,Aquatic Non-Insects,Annelida,Oligochaeta,Haplotaxida,Tubificidae,,406,5,373,2908,95.47986448,0.000299278,10024.13275,2004,12
12/29/04,SHR,10:41,RAN,NA,NA,8.9,0.21,189,NA,NA,NA,NA,10:41,10:51,10,48,3601,Regular,1,21,Aquatic Insects,Anthropoda,Insecta,Diptera,Chironomidae,,406,34,373,2909,95.47986448,0.000299278,70168.92928,2004,12
12/29/04,SHR,10:41,RAN,NA,NA,8.9,0.21,189,NA,NA,NA,NA,10:41,10:51,10,48,3601,Regular,1,8,Aquatic Non-Insects,Annelida,Oligochaeta,Haplotaxida,Naididae,,406,4,373,2907,95.47986448,0.000299278,26731.02068,2004,12
12/29/04,SHR,10:41,RAN,NA,NA,8.9,0.21,189,NA,NA,NA,NA,10:41,10:51,10,48,3601,Regular,1,43,Aquatic Non-Insects,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,,406,18,373,2905,95.47986448,0.000299278,143679.2361,2004,12
12/29/04,SHR,10:41,RAN,NA,NA,8.9,0.21,189,NA,NA,NA,NA,10:41,10:51,10,48,3601,Regular,1,1,Terrestrial Insects,Arthropoda,Insecta,Hymenoptera,,,406,66,373,2910,95.47986448,0.000299278,3341.377585,2004,12
12/29/04,SHR,10:41,RAN,NA,NA,8.9,0.21,189,NA,NA,NA,NA,10:41,10:51,10,48,3601,Regular,1,2,Aquatic Non-Insects,Annelida,Oligochaeta,Haplotaxida,Enchytraeidae,,406,2,373,2906,95.47986448,0.000299278,6682.755169,2004,12
12/29/04,STTD,12:38,CLD,NA,NA,8.4,0.24,288,NA,NA,NA,NA,12:39,12:49,10,3600,35613,Regular,1,34,Terrestrial Insects,Arthropoda,Insecta,Diptera,,,405,64,372,2918,860.2862093,3.32E-05,1023612.637,2004,12
12/29/04,STTD,12:38,CLD,NA,NA,8.4,0.24,288,NA,NA,NA,NA,12:39,12:49,10,3600,35613,Regular,1,1,Aquatic Non-Insects,Annelida,Oligochaeta,Haplotaxida,Naididae,,405,4,372,2911,860.2862093,3.32E-05,30106.25404,2004,12
12/29/04,STTD,12:38,CLD,NA,NA,8.4,0.24,288,NA,NA,NA,NA,12:39,12:49,10,3600,35613,Regular,1,1,Terrestrial Insects,Arthropoda,Insecta,Homoptera,,,405,65,372,2917,860.2862093,3.32E-05,30106.25404,2004,12
1/5/05,SHR,10:00,CLD,NA,NA,8.9,0.21,161,NA,NA,NA,NA,10:10,10:20,10,150007,158200,Regular,NA,1,Aquatic Insects,Anthropoda,Insecta,Coleoptera,Dytiscidae,,402,30,369,2924,220.1707092,0.000129786,7705.011695,2005,1
1/5/05,SHR,10:00,CLD,NA,NA,8.9,0.21,161,NA,NA,NA,NA,10:10,10:20,10,150007,158200,Regular,NA,1,Terrestrial Non-Insects,Arthropoda,Arachnida,Araneae,Diplura,,402,70,369,2926,220.1707092,0.000129786,7705.011695,2005,1
1/5/05,SHR,10:00,CLD,NA,NA,8.9,0.21,161,NA,NA,NA,NA,10:10,10:20,10,150007,158200,Regular,NA,1,Terrestrial Insects,Arthropoda,Insecta,Diptera,,,402,64,369,2928,220.1707092,0.000129786,7705.011695,2005,1
1/5/05,SHR,10:00,CLD,NA,NA,8.9,0.21,161,NA,NA,NA,NA,10:10,10:20,10,150007,158200,Regular,NA,2,Aquatic Non-Insects,Arthropoda,Malacostraca,Amphipoda,Corophiidae,,402,9,369,2921,220.1707092,0.000129786,15410.02339,2005,1
1/5/05,SHR,10:00,CLD,NA,NA,8.9,0.21,161,NA,NA,NA,NA,10:10,10:20,10,150007,158200,Regular,NA,1,Terrestrial Insects,Arthropoda,Insecta,Coleoptera,,,402,63,369,2927,220.1707092,0.000129786,7705.011695,2005,1
1/5/05,SHR,10:00,CLD,NA,NA,8.9,0.21,161,NA,NA,NA,NA,10:10,10:20,10,150007,158200,Regular,NA,1,Aquatic Insects,Anthropoda,Insecta,Ephemeroptera,Heptageniidae,,402,43,369,2923,220.1707092,0.000129786,7705.011695,2005,1
1/5/05,SHR,10:00,CLD,NA,NA,8.9,0.21,161,NA,NA,NA,NA,10:10,10:20,10,150007,158200,Regular,NA,5,Aquatic Non-Insects,Annelida,Oligochaeta,Haplotaxida,Naididae,,402,4,369,2920,220.1707092,0.000129786,38525.05847,2005,1
1/5/05,SHR,10:00,CLD,NA,NA,8.9,0.21,161,NA,NA,NA,NA,10:10,10:20,10,150007,158200,Regular,NA,10,Aquatic Insects,Anthropoda,Insecta,Diptera,Chironomidae,,402,34,369,2925,220.1707092,0.000129786,77050.11695,2005,1
1/5/05,SHR,10:00,CLD,NA,NA,8.9,0.21,161,NA,NA,NA,NA,10:10,10:20,10,150007,158200,Regular,NA,1,Aquatic Insects,Anthropoda,Insecta,Ephemeroptera,Baetidae,,402,41,369,2922,220.1707092,0.000129786,7705.011695,2005,1
1/5/05,STTD,12:20,CLD,NA,NA,8.2,0.12,346,NA,NA,NA,NA,12:25,12:35,10,158219,174486,Regular,1,4,Aquatic Insects,Anthropoda,Insecta,Coleoptera,Hydrophilidae,,403,81,370,2965,437.1435281,6.54E-05,61192.44488,2005,1
1/5/05,STTD,12:20,CLD,NA,NA,8.2,0.12,346,NA,NA,NA,NA,12:25,12:35,10,158219,174486,Regular,1,22,Aquatic Non-Insects,Annelida,Oligochaeta,Haplotaxida,Enchytraeidae,,403,2,370,2950,437.1435281,6.54E-05,336558.4469,2005,1
1/5/05,STTD,12:20,CLD,NA,NA,8.2,0.12,346,NA,NA,NA,NA,12:25,12:35,10,158219,174486,Regular,1,1,Aquatic Non-Insects,Annelida,Oligochaeta,Haplotaxida,Lumbricidae,,403,3,370,2952,437.1435281,6.54E-05,15298.11122,2005,1
1/5/05,STTD,12:20,CLD,NA,NA,8.2,0.12,346,NA,NA,NA,NA,12:25,12:35,10,158219,174486,Regular,1,1,Aquatic Insects,Anthropoda,Insecta,Hemiptera,Notonectidae,,403,45,370,2962,437.1435281,6.54E-05,15298.11122,2005,1
1/5/05,STTD,12:20,CLD,NA,NA,8.2,0.12,346,NA,NA,NA,NA,12:25,12:35,10,158219,174486,Regular,1,181,Aquatic Non-Insects,Mollusca,Gastropoda,Basommatophora,Physidae,,403,20,370,2955,437.1435281,6.54E-05,2768958.131,2005,1
1/5/05,STTD,12:20,CLD,NA,NA,8.2,0.12,346,NA,NA,NA,NA,12:25,12:35,10,158219,174486,Regular,1,12,Aquatic Insects,Anthropoda,Insecta,Coleoptera,Hydraenidae,,403,52,370,2966,437.1435281,6.54E-05,183577.3347,2005,1
1/5/05,STTD,12:20,CLD,NA,NA,8.2,0.12,346,NA,NA,NA,NA,12:25,12:35,10,158219,174486,Regular,1,5,Terrestrial Insects,Arthropoda,Insecta,Homoptera,,,403,65,370,2981,437.1435281,6.54E-05,76490.55611,2005,1
1/5/05,STTD,12:20,CLD,NA,NA,8.2,0.12,346,NA,NA,NA,NA,12:25,12:35,10,158219,174486,Regular,1,1,Terrestrial Non-Insects,Arthropoda,Chilopoda,Geophilomorpha,,,403,59,370,2972,437.1435281,6.54E-05,15298.11122,2005,1
1/5/05,STTD,12:20,CLD,NA,NA,8.2,0.12,346,NA,NA,NA,NA,12:25,12:35,10,158219,174486,Regular,1,9,Aquatic Non-Insects,Arthropoda,Crustacea,Ostracoda,Other Ostracoda,,403,118,370,2953,437.1435281,6.54E-05,137683.001,2005,1
1/5/05,STTD,12:20,CLD,NA,NA,8.2,0.12,346,NA,NA,NA,NA,12:25,12:35,10,158219,174486,Regular,1,1,Aquatic Insects,Anthropoda,Insecta,Diptera,Tipulidae,,403,39,370,2970,437.1435281,6.54E-05,15298.11122,2005,1
1/5/05,STTD,12:20,CLD,NA,NA,8.2,0.12,346,NA,NA,NA,NA,12:25,12:35,10,158219,174486,Regular,1,11,Aquatic Insects,Anthropoda,Insecta,Hemiptera,Corixidae,,403,44,370,2961,437.1435281,6.54E-05,168279.2234,2005,1
1/5/05,STTD,12:20,CLD,NA,NA,8.2,0.12,346,NA,NA,NA,NA,12:25,12:35,10,158219,174486,Regular,1,6,Aquatic Non-Insects,Arthropoda,Malacostraca,Amphipoda,Corophiidae,,403,9,370,2954,437.1435281,6.54E-05,91788.66733,2005,1
1/5/05,STTD,12:20,CLD,NA,NA,8.2,0.12,346,NA,NA,NA,NA,12:25,12:35,10,158219,174486,Regular,1,54,Aquatic Insects,Anthropoda,Insecta,Coleoptera,Dytiscidae,,403,30,370,2963,437.1435281,6.54E-05,826098.0059,2005,1
1/5/05,STTD,12:20,CLD,NA,NA,8.2,0.12,346,NA,NA,NA,NA,12:25,12:35,10,158219,174486,Regular,1,1,Terrestrial Insects,Arthropoda,Insecta,Orthoptera,,,403,108,370,2977,437.1435281,6.54E-05,15298.11122,2005,1
1/5/05,STTD,12:20,CLD,NA,NA,8.2,0.12,346,NA,NA,NA,NA,12:25,12:35,10,158219,174486,Regular,1,6,Terrestrial Insects,Arthropoda,Insecta,Lepidoptera,,,403,73,370,2982,437.1435281,6.54E-05,91788.66733,2005,1
1/5/05,STTD,12:20,CLD,NA,NA,8.2,0.12,346,NA,NA,NA,NA,12:25,12:35,10,158219,174486,Regular,1,13,Terrestrial Insects,Arthropoda,Insecta,Hymenoptera,,,403,66,370,2985,437.1435281,6.54E-05,198875.4459,2005,1
1/5/05,STTD,12:20,CLD,NA,NA,8.2,0.12,346,NA,NA,NA,NA,12:25,12:35,10,158219,174486,Regular,1,2,Terrestrial Insects,Arthropoda,Insecta,Psocoptera,,,403,67,370,2979,437.1435281,6.54E-05,30596.22244,2005,1
1/5/05,STTD,12:20,CLD,NA,NA,8.2,0.12,346,NA,NA,NA,NA,12:25,12:35,10,158219,174486,Regular,1,13,Terrestrial Insects,Arthropoda,Insecta,Diptera,,,403,64,370,2984,437.1435281,6.54E-05,198875.4459,2005,1
1/5/05,STTD,12:20,CLD,NA,NA,8.2,0.12,346,NA,NA,NA,NA,12:25,12:35,10,158219,174486,Regular,1,32,Aquatic Insects,Anthropoda,Insecta,Diptera,Ephydridae,,403,36,370,2971,437.1435281,6.54E-05,489539.5591,2005,1
1/5/05,STTD,12:20,CLD,NA,NA,8.2,0.12,346,NA,NA,NA,NA,12:25,12:35,10,158219,174486,Regular,1,1,Aquatic Insects,Anthropoda,Insecta,Diptera,Culicidae,,403,49,370,2968,437.1435281,6.54E-05,15298.11122,2005,1
1/5/05,STTD,12:20,CLD,NA,NA,8.2,0.12,346,NA,NA,NA,NA,12:25,12:35,10,158219,174486,Regular,1,21,Terrestrial Non-Insects,Arthropoda,Arachnida,Araneida,,,403,58,370,2974,437.1435281,6.54E-05,321260.3356,2005,1
1/5/05,STTD,12:20,CLD,NA,NA,8.2,0.12,346,NA,NA,NA,NA,12:25,12:35,10,158219,174486,Regular,1,2,Terrestrial Non-Insects,Arthropoda,Arachnida,Phalangida,,,403,75,370,2973,437.1435281,6.54E-05,30596.22244,2005,1
1/5/05,STTD,12:20,CLD,NA,NA,8.2,0.12,346,NA,NA,NA,NA,12:25,12:35,10,158219,174486,Regular,1,5,Terrestrial Non-Insects,Arthropoda,Arachnida,Acari,,,403,57,370,2975,437.1435281,6.54E-05,76490.55611,2005,1
1/5/05,STTD,12:20,CLD,NA,NA,8.2,0.12,346,NA,NA,NA,NA,12:25,12:35,10,158219,174486,Regular,1,367,Terrestrial Insects,Arthropoda,Insecta,Coleoptera,,,403,63,370,2983,437.1435281,6.54E-05,5614406.818,2005,1
1/5/05,STTD,12:20,CLD,NA,NA,8.2,0.12,346,NA,NA,NA,NA,12:25,12:35,10,158219,174486,Regular,1,9,Terrestrial Insects,Arthropoda,Insecta,Hemiptera,,,403,71,370,2980,437.1435281,6.54E-05,137683.001,2005,1
1/5/05,STTD,12:20,CLD,NA,NA,8.2,0.12,346,NA,NA,NA,NA,12:25,12:35,10,158219,174486,Regular,1,392,Terrestrial Non-Insects,Arthropoda,Entognatha,Collembola,,,403,68,370,2976,437.1435281,6.54E-05,5996859.599,2005,1
1/5/05,STTD,12:20,CLD,NA,NA,8.2,0.12,346,NA,NA,NA,NA,12:25,12:35,10,158219,174486,Regular,1,1,Aquatic Non-Insects,Nematoda,Adenophorea,Mermithida,Mermithidae,,403,24,370,2949,437.1435281,6.54E-05,15298.11122,2005,1
1/5/05,STTD,12:20,CLD,NA,NA,8.2,0.12,346,NA,NA,NA,NA,12:25,12:35,10,158219,174486,Regular,1,2,Terrestrial Insects,Arthropoda,Insecta,Dermaptera,,,403,69,370,2978,437.1435281,6.54E-05,30596.22244,2005,1
1/5/05,STTD,12:20,CLD,NA,NA,8.2,0.12,346,NA,NA,NA,NA,12:25,12:35,10,158219,174486,Regular,1,3,Aquatic Insects,Anthropoda,Insecta,Diptera,Psychodidae,,403,37,370,2969,437.1435281,6.54E-05,45894.33366,2005,1
1/5/05,STTD,12:20,CLD,NA,NA,8.2,0.12,346,NA,NA,NA,NA,12:25,12:35,10,158219,174486,Regular,1,1,Aquatic Insects,Anthropoda,Insecta,Coleoptera,Helophoridae,,403,31,370,2964,437.1435281,6.54E-05,15298.11122,2005,1
1/5/05,STTD,12:20,CLD,NA,NA,8.2,0.12,346,NA,NA,NA,NA,12:25,12:35,10,158219,174486,Regular,1,20,Aquatic Insects,Anthropoda,Insecta,Diptera,Chironomidae,,403,34,370,2967,437.1435281,6.54E-05,305962.2244,2005,1
1/5/05,STTD,12:20,CLD,NA,NA,8.2,0.12,346,NA,NA,NA,NA,12:25,12:35,10,158219,174486,Regular,1,11,Aquatic Non-Insects,Annelida,Oligochaeta,Haplotaxida,Naididae,,403,4,370,2951,437.1435281,6.54E-05,168279.2234,2005,1
1/11/05,SHR,10:30,RAN,NA,NA,8.1,0.23,159,NA,NA,NA,NA,10:38,10:48,10,211481,217628,Regular,NA,4,Aquatic Non-Insects,Annelida,Oligochaeta,Haplotaxida,Naididae,,400,4,367,2929,165.1884962,0.000172984,23123.49903,2005,1
1/11/05,SHR,10:30,RAN,NA,NA,8.1,0.23,159,NA,NA,NA,NA,10:38,10:48,10,211481,217628,Regular,NA,1,Terrestrial Non-Insects,Arthropoda,Arachnida,Araneida,,,400,58,367,2931,165.1884962,0.000172984,5780.874757,2005,1
1/11/05,SHR,10:30,RAN,NA,NA,8.1,0.23,159,NA,NA,NA,NA,10:38,10:48,10,211481,217628,Regular,NA,3,Aquatic Insects,Anthropoda,Insecta,Diptera,Chironomidae,,400,34,367,2930,165.1884962,0.000172984,17342.62427,2005,1
