"","Fish_ID","FL","Date_month","Date_day","Date_year","WY","Date_sampled","week_no","biweekly","Region_subdivided5","Station_code","Site.Name","Lat","Long","rm_from_fp","fp","Taxa_LS_original","Taxa_LS","N","Taxa_LS_DW","DW_USE_g","Source","Notes","DW_g","excl","Stomach_fullness"
"3467","DM16012",76,4,110,2016,"2016","4/19/2016",16,15,"Lower Sac","SR049E","Garcia Bend",38.47805124,-121.543378,30,"sutter","Araneae_A","Araneae_A",1,"Araneae_A",0.00059,"This study",NA,0.00059,"n","2"
"3468","DM16012",76,4,110,2016,"2016","4/19/2016",16,15,"Lower Sac","SR049E","Garcia Bend",38.47805124,-121.543378,30,"sutter","Chironomidae_L","Chironomidae_L",1,"Chironomidae_L",5e-04,"This study",NA,5e-04,"n","2"
"3469","DM16012",76,4,110,2016,"2016","4/19/2016",16,15,"Lower Sac","SR049E","Garcia Bend",38.47805124,-121.543378,30,"sutter","Thysanoptera_A","Thysanoptera_A",1,"Thysanoptera_A",0.00045,"This study",NA,0.00045,"n","2"
"3470","DM16013",83,5,126,2016,"2016","5/5/2016",18,17,"Lower Sac","SR043W","Clarksburg",38.38304913,-121.5208997,37,"sutter","Amphipoda_A","Amphipoda_A",1,"Amphipoda_A",0.00082,"This study",NA,0.00082,"n","1"
"3471","DM16013",83,5,126,2016,"2016","5/5/2016",18,17,"Lower Sac","SR043W","Clarksburg",38.38304913,-121.5208997,37,"sutter","Cladocera_A","Cladocera_A",2,"Cladocera_A",5e-04,"This study",NA,0.001,"n","1"
"3472","DM16013",83,5,126,2016,"2016","5/5/2016",18,17,"Lower Sac","SR043W","Clarksburg",38.38304913,-121.5208997,37,"sutter","Collembola_A","Collembola_A",3,"Collembola_A",0.00038,"This study",NA,0.00114,"n","1"
"3473","DM16013",83,5,126,2016,"2016","5/5/2016",18,17,"Lower Sac","SR043W","Clarksburg",38.38304913,-121.5208997,37,"sutter","Diptera_A","Diptera_A",1,"Diptera_A",0.00053,"This study",NA,0.00053,"n","1"
"3474","DM16013",83,5,126,2016,"2016","5/5/2016",18,17,"Lower Sac","SR043W","Clarksburg",38.38304913,-121.5208997,37,"sutter","Hemiptera_A","Hemiptera_A",1,"Hemiptera_A",0.00068,"This study",NA,0.00068,"n","1"
"3475","DM16014",68,4,92,2016,"2016","4/1/2016",14,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Amphipoda_A","Amphipoda_A",1,"Amphipoda_A",0.00082,"This study",NA,0.00082,"n","2"
"3476","DM16014",68,4,92,2016,"2016","4/1/2016",14,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Cladocera_A","Cladocera_A",2,"Cladocera_A",5e-04,"This study",NA,0.001,"n","2"
"3477","DM16015",35,3,63,2016,"2016","3/3/2016",9,9,"Lower Sac","SS011N","Steamboat Slough",38.30472188,-121.5749397,46,"sutter","Araneae_A","Araneae_A",1,"Araneae_A",0.00059,"This study",NA,0.00059,"n","3"
"3478","DM16015",35,3,63,2016,"2016","3/3/2016",9,9,"Lower Sac","SS011N","Steamboat Slough",38.30472188,-121.5749397,46,"sutter","Chironomidae_L","Chironomidae_L",5,"Chironomidae_L",5e-04,"This study",NA,0.0025,"n","3"
"3479","DM16015",35,3,63,2016,"2016","3/3/2016",9,9,"Lower Sac","SS011N","Steamboat Slough",38.30472188,-121.5749397,46,"sutter","Cladocera_A","Cladocera_A",13,"Cladocera_A",5e-04,"This study",NA,0.0065,"n","3"
"3480","DM16015",35,3,63,2016,"2016","3/3/2016",9,9,"Lower Sac","SS011N","Steamboat Slough",38.30472188,-121.5749397,46,"sutter","Copepoda_A","Copepoda_A",9,"Copepoda_A",0.00047,"This study",NA,0.00423,"n","3"
"3481","DM16015",35,3,63,2016,"2016","3/3/2016",9,9,"Lower Sac","SS011N","Steamboat Slough",38.30472188,-121.5749397,46,"sutter","Diptera_A","Diptera_A",1,"Diptera_A",0.00053,"This study",NA,0.00053,"n","3"
"3482","DM16016",45,3,71,2016,"2016","3/11/2016",11,11,"Lower Sac","SR043W","Clarksburg",38.38304913,-121.5208997,37,"sutter","Amphipoda_A","Amphipoda_A",1,"Amphipoda_A",0.00082,"This study",NA,0.00082,"n","2"
"3483","DM16016",45,3,71,2016,"2016","3/11/2016",11,11,"Lower Sac","SR043W","Clarksburg",38.38304913,-121.5208997,37,"sutter","Chironomidae_L","Chironomidae_L",1,"Chironomidae_L",5e-04,"This study",NA,5e-04,"n","2"
"3484","DM16016",45,3,71,2016,"2016","3/11/2016",11,11,"Lower Sac","SR043W","Clarksburg",38.38304913,-121.5208997,37,"sutter","Cladocera_A","Cladocera_A",32,"Cladocera_A",5e-04,"This study",NA,0.016,"n","2"
"3485","DM16016",45,3,71,2016,"2016","3/11/2016",11,11,"Lower Sac","SR043W","Clarksburg",38.38304913,-121.5208997,37,"sutter","Copepoda_A","Copepoda_A",1,"Copepoda_A",0.00047,"This study",NA,0.00047,"n","2"
"3486","DM16016",45,3,71,2016,"2016","3/11/2016",11,11,"Lower Sac","SR043W","Clarksburg",38.38304913,-121.5208997,37,"sutter","Hemiptera_A","Hemiptera_A",2,"Hemiptera_A",0.00068,"This study",NA,0.00136,"n","2"
"3487","DM16017",53,2,56,2016,"2016","2/25/2016",8,7,"Lower Sac","SR043W","Clarksburg",38.38304913,-121.5208997,37,"sutter","Amphipoda_A","Amphipoda_A",2,"Amphipoda_A",0.00082,"This study",NA,0.00164,"n","2"
"3488","DM16017",53,2,56,2016,"2016","2/25/2016",8,7,"Lower Sac","SR043W","Clarksburg",38.38304913,-121.5208997,37,"sutter","Chironomidae_L","Chironomidae_L",1,"Chironomidae_L",5e-04,"This study",NA,5e-04,"n","2"
"3489","DM16017",53,2,56,2016,"2016","2/25/2016",8,7,"Lower Sac","SR043W","Clarksburg",38.38304913,-121.5208997,37,"sutter","Cladocera_A","Cladocera_A",2,"Cladocera_A",5e-04,"This study",NA,0.001,"n","2"
"3490","DM16017",53,2,56,2016,"2016","2/25/2016",8,7,"Lower Sac","SR043W","Clarksburg",38.38304913,-121.5208997,37,"sutter","Copepoda_A","Copepoda_A",1,"Copepoda_A",0.00047,"This study",NA,0.00047,"n","2"
"3491","DM16017",53,2,56,2016,"2016","2/25/2016",8,7,"Lower Sac","SR043W","Clarksburg",38.38304913,-121.5208997,37,"sutter","Diptera_P","Diptera_P",1,"Diptera_P",0.00065,"This study",NA,0.00065,"n","2"
"3492","DM16018",49,2,56,2016,"2016","2/25/2016",8,7,"Lower Sac","SR043W","Clarksburg",38.38304913,-121.5208997,37,"sutter","Amphipoda_A","Amphipoda_A",1,"Amphipoda_A",0.00082,"This study",NA,0.00082,"n","2"
"3493","DM16018",49,2,56,2016,"2016","2/25/2016",8,7,"Lower Sac","SR043W","Clarksburg",38.38304913,-121.5208997,37,"sutter","Cladocera_A","Cladocera_A",12,"Cladocera_A",5e-04,"This study",NA,0.006,"n","2"
"3494","DM16018",49,2,56,2016,"2016","2/25/2016",8,7,"Lower Sac","SR043W","Clarksburg",38.38304913,-121.5208997,37,"sutter","Copepoda_A","Copepoda_A",1,"Copepoda_A",0.00047,"This study",NA,0.00047,"n","2"
"3495","DM16018",49,2,56,2016,"2016","2/25/2016",8,7,"Lower Sac","SR043W","Clarksburg",38.38304913,-121.5208997,37,"sutter","Diptera_P","Diptera_P",1,"Diptera_P",0.00065,"This study",NA,0.00065,"n","2"
"3496","DM16019",76,4,109,2016,"2016","4/18/2016",16,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Coleoptera_A","Coleoptera_A",1,"Coleoptera_A",0.00086,"This study","Not much variation in our DW (3 reps) so ignoring diff with regression est",0.00086,"n","5"
"3497","DM16019",76,4,109,2016,"2016","4/18/2016",16,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Corophiidae_A","Corophiidae_A",1,"Corophiidae_A",0.00093,"This study",NA,0.00093,"n","5"
"3498","DM16019",76,4,109,2016,"2016","4/18/2016",16,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_A","Diptera_A",19,"Diptera_A",0.00053,"This study",NA,0.01007,"n","5"
"3499","DM16019",76,4,109,2016,"2016","4/18/2016",16,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_L","Diptera_L",1,"Diptera_L",0.00062,"This study",NA,0.00062,"n","5"
"3500","DM16019",76,4,109,2016,"2016","4/18/2016",16,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_P","Diptera_P",4,"Diptera_P",0.00065,"This study",NA,0.0026,"n","5"
"3501","DM16019",76,4,109,2016,"2016","4/18/2016",16,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Hemiptera_A","Hemiptera_A",9,"Hemiptera_A",0.00068,"This study",NA,0.00612,"n","5"
"3502","DM16020",71,4,99,2016,"2016","4/8/2016",15,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Amphipoda_A","Amphipoda_A",5,"Amphipoda_A",0.00082,"This study",NA,0.0041,"n","5"
"3503","DM16020",71,4,99,2016,"2016","4/8/2016",15,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Araneae_A","Araneae_A",1,"Araneae_A",0.00059,"This study",NA,0.00059,"n","5"
"3504","DM16020",71,4,99,2016,"2016","4/8/2016",15,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Chironomidae_L","Chironomidae_L",3,"Chironomidae_L",5e-04,"This study",NA,0.0015,"n","5"
"3505","DM16020",71,4,99,2016,"2016","4/8/2016",15,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Cladocera_A","Cladocera_A",1,"Cladocera_A",5e-04,"This study",NA,5e-04,"n","5"
"3506","DM16020",71,4,99,2016,"2016","4/8/2016",15,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Coleoptera_A","Coleoptera_A",1,"Coleoptera_A",0.00086,"This study","Not much variation in our DW (3 reps) so ignoring diff with regression est",0.00086,"n","5"
"3507","DM16020",71,4,99,2016,"2016","4/8/2016",15,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Copepoda_A","Copepoda_A",1,"Copepoda_A",0.00047,"This study",NA,0.00047,"n","5"
"3508","DM16020",71,4,99,2016,"2016","4/8/2016",15,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Corophiidae_A","Corophiidae_A",1,"Corophiidae_A",0.00093,"This study",NA,0.00093,"n","5"
"3509","DM16020",71,4,99,2016,"2016","4/8/2016",15,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_A","Diptera_A",26,"Diptera_A",0.00053,"This study",NA,0.01378,"n","5"
"3510","DM16020",71,4,99,2016,"2016","4/8/2016",15,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_P","Diptera_P",6,"Diptera_P",0.00065,"This study",NA,0.0039,"n","5"
"3511","DM16020",71,4,99,2016,"2016","4/8/2016",15,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Hemiptera_A","Hemiptera_A",15,"Hemiptera_A",0.00068,"This study",NA,0.0102,"n","5"
"3512","DM16020",71,4,99,2016,"2016","4/8/2016",15,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Hymenoptera_A","Hymenoptera_A",2,"Hymenoptera_A",0.00071,"This study","Not much variation in our DW (3 reps) so ignoring diff with regression est",0.00142,"n","5"
"3513","DM16020",71,4,99,2016,"2016","4/8/2016",15,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Odonata_N","Odonata_A_N",2,"Odonata_N",0.00488,"This study","Coenagrionidae is most common taxa from CDFW data",0.00976,"n","5"
"3514","DM16021",42,2,49,2016,"2016","2/18/2016",7,7,"Lower Sac","SR049E","Garcia Bend",38.47805124,-121.543378,30,"sutter","Chironomidae_L","Chironomidae_L",1,"Chironomidae_L",5e-04,"This study",NA,5e-04,"n","3"
"3515","DM16021",42,2,49,2016,"2016","2/18/2016",7,7,"Lower Sac","SR049E","Garcia Bend",38.47805124,-121.543378,30,"sutter","Cladocera_A","Cladocera_A",4,"Cladocera_A",5e-04,"This study",NA,0.002,"n","3"
"3516","DM16021",42,2,49,2016,"2016","2/18/2016",7,7,"Lower Sac","SR049E","Garcia Bend",38.47805124,-121.543378,30,"sutter","Collembola_A","Collembola_A",1,"Collembola_A",0.00038,"This study",NA,0.00038,"n","3"
"3517","DM16021",42,2,49,2016,"2016","2/18/2016",7,7,"Lower Sac","SR049E","Garcia Bend",38.47805124,-121.543378,30,"sutter","Copepoda_A","Copepoda_A",2,"Copepoda_A",0.00047,"This study",NA,0.00094,"n","3"
"3518","DM16022",81,4,120,2016,"2016","4/29/2016",18,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Cladocera_A","Cladocera_A",42,"Cladocera_A",5e-04,"This study",NA,0.021,"n","3"
"3519","DM16022",81,4,120,2016,"2016","4/29/2016",18,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_A","Diptera_A",2,"Diptera_A",0.00053,"This study",NA,0.00106,"n","3"
"3520","DM16023",63,3,71,2016,"2016","3/11/2016",11,11,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Actinopterygii_L","Actinopterygii_L",5,"Actinopterygii_L",0.001,"https://www.st.nmfs.noaa.gov/spo/FishBull/932/pepin.pdf","based on the ~10mm larval fish in Fig 1 of https://www.st.nmfs.noaa.gov/spo/FishBull/932/pepin.pdf",0.005,"n","3"
"3521","DM16023",63,3,71,2016,"2016","3/11/2016",11,11,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Chironomidae_L","Chironomidae_L",2,"Chironomidae_L",5e-04,"This study",NA,0.001,"n","3"
"3522","DM16023",63,3,71,2016,"2016","3/11/2016",11,11,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Cladocera_A","Cladocera_A",2,"Cladocera_A",5e-04,"This study",NA,0.001,"n","3"
"3523","DM16023",63,3,71,2016,"2016","3/11/2016",11,11,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Collembola_A","Collembola_A",1,"Collembola_A",0.00038,"This study",NA,0.00038,"n","3"
"3524","DM16023",63,3,71,2016,"2016","3/11/2016",11,11,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Odonata_N","Odonata_A_N",2,"Odonata_N",0.00488,"This study","Coenagrionidae is most common taxa from CDFW data",0.00976,"n","3"
"3525","DM16023",63,3,71,2016,"2016","3/11/2016",11,11,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Trichoptera_A","Trichoptera_A",2,"Trichoptera_A",0.00127,"This study",NA,0.00254,"n","3"
"3526","DM16024",46,2,47,2016,"2016","2/16/2016",7,7,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Chironomidae_L","Chironomidae_L",1,"Chironomidae_L",5e-04,"This study",NA,5e-04,"n","3"
"3527","DM16024",46,2,47,2016,"2016","2/16/2016",7,7,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Cladocera_A","Cladocera_A",74,"Cladocera_A",5e-04,"This study",NA,0.037,"n","3"
"3528","DM16024",46,2,47,2016,"2016","2/16/2016",7,7,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Copepoda_A","Copepoda_A",1,"Copepoda_A",0.00047,"This study",NA,0.00047,"n","3"
"3529","DM16024",46,2,47,2016,"2016","2/16/2016",7,7,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_A","Diptera_A",7,"Diptera_A",0.00053,"This study",NA,0.00371,"n","3"
"3530","DM16024",46,2,47,2016,"2016","2/16/2016",7,7,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_P","Diptera_P",5,"Diptera_P",0.00065,"This study",NA,0.00325,"n","3"
"3531","DM16024",46,2,47,2016,"2016","2/16/2016",7,7,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Odonata_N","Odonata_A_N",1,"Odonata_N",0.00488,"This study","Coenagrionidae is most common taxa from CDFW data",0.00488,"n","3"
"3532","DM16024",46,2,47,2016,"2016","2/16/2016",7,7,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Thysanoptera_A","Thysanoptera_A",1,"Thysanoptera_A",0.00045,"This study",NA,0.00045,"n","3"
"3533","DM16025",38,3,71,2016,"2016","3/11/2016",11,11,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","NA_A","NA_A",0,NA,NA,NA,NA,NA,"n_EMPTY","0"
"3534","DM16026",48,2,47,2016,"2016","2/16/2016",7,7,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Amphipoda_A","Amphipoda_A",4,"Amphipoda_A",0.00082,"This study",NA,0.00328,"n","3"
"3535","DM16026",48,2,47,2016,"2016","2/16/2016",7,7,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Cladocera_A","Cladocera_A",22,"Cladocera_A",5e-04,"This study",NA,0.011,"n","3"
"3536","DM16026",48,2,47,2016,"2016","2/16/2016",7,7,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Copepoda_A","Copepoda_A",6,"Copepoda_A",0.00047,"This study",NA,0.00282,"n","3"
"3537","DM16026",48,2,47,2016,"2016","2/16/2016",7,7,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_A","Diptera_A",2,"Diptera_A",0.00053,"This study",NA,0.00106,"n","3"
"3538","DM16026",48,2,47,2016,"2016","2/16/2016",7,7,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_L","Diptera_L",1,"Diptera_L",0.00062,"This study",NA,0.00062,"n","3"
"3539","DM16026",48,2,47,2016,"2016","2/16/2016",7,7,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_P","Diptera_P",3,"Diptera_P",0.00065,"This study",NA,0.00195,"n","3"
"3540","DM16026",48,2,47,2016,"2016","2/16/2016",7,7,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Hemiptera_A","Hemiptera_A",1,"Hemiptera_A",0.00068,"This study",NA,0.00068,"n","3"
"3541","DM16026",48,2,47,2016,"2016","2/16/2016",7,7,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Plecoptera_N","Plecoptera_A_N",3,"Plecoptera_N",6e-04,"This study",NA,0.0018,"n","3"
"3542","DM16027",82,5,123,2016,"2016","5/2/2016",18,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Amphipoda_A","Amphipoda_A",1,"Amphipoda_A",0.00082,"This study",NA,0.00082,"n","5"
"3543","DM16027",82,5,123,2016,"2016","5/2/2016",18,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Araneae_A","Araneae_A",4,"Araneae_A",0.00059,"This study",NA,0.00236,"n","5"
"3544","DM16027",82,5,123,2016,"2016","5/2/2016",18,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Chironomidae_L","Chironomidae_L",1,"Chironomidae_L",5e-04,"This study",NA,5e-04,"n","5"
"3545","DM16027",82,5,123,2016,"2016","5/2/2016",18,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Collembola_A","Collembola_A",2,"Collembola_A",0.00038,"This study",NA,0.00076,"n","5"
"3546","DM16027",82,5,123,2016,"2016","5/2/2016",18,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Copepoda_A","Copepoda_A",8,"Copepoda_A",0.00047,"This study",NA,0.00376,"n","5"
"3547","DM16027",82,5,123,2016,"2016","5/2/2016",18,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_A","Diptera_A",20,"Diptera_A",0.00053,"This study",NA,0.0106,"n","5"
"3548","DM16027",82,5,123,2016,"2016","5/2/2016",18,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_P","Diptera_P",4,"Diptera_P",0.00065,"This study",NA,0.0026,"n","5"
"3549","DM16027",82,5,123,2016,"2016","5/2/2016",18,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Hemiptera_A","Hemiptera_A",6,"Hemiptera_A",0.00068,"This study",NA,0.00408,"n","5"
"3550","DM16027",82,5,123,2016,"2016","5/2/2016",18,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Hymenoptera_A","Hymenoptera_A",3,"Hymenoptera_A",0.00071,"This study","Not much variation in our DW (3 reps) so ignoring diff with regression est",0.00213,"n","5"
"3551","DM16027",82,5,123,2016,"2016","5/2/2016",18,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Plecoptera_N","Plecoptera_A_N",3,"Plecoptera_N",6e-04,"This study",NA,0.0018,"n","5"
"3552","DM16028",77,5,130,2016,"2016","5/9/2016",19,19,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Araneae_A","Araneae_A",1,"Araneae_A",0.00059,"This study",NA,0.00059,"n","5"
"3553","DM16028",77,5,130,2016,"2016","5/9/2016",19,19,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Chironomidae_L","Chironomidae_L",1,"Chironomidae_L",5e-04,"This study",NA,5e-04,"n","5"
"3554","DM16028",77,5,130,2016,"2016","5/9/2016",19,19,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Coleoptera_A","Coleoptera_A",1,"Coleoptera_A",0.00086,"This study","Not much variation in our DW (3 reps) so ignoring diff with regression est",0.00086,"n","5"
"3555","DM16028",77,5,130,2016,"2016","5/9/2016",19,19,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_A","Diptera_A",8,"Diptera_A",0.00053,"This study",NA,0.00424,"n","5"
"3556","DM16028",77,5,130,2016,"2016","5/9/2016",19,19,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_P","Diptera_P",39,"Diptera_P",0.00065,"This study",NA,0.02535,"n","5"
"3557","DM16028",77,5,130,2016,"2016","5/9/2016",19,19,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Ephemeroptera_N","Ephemeroptera_N",2,"Ephemeroptera_N",0.00068,"This study",NA,0.00136,"n","5"
"3558","DM16028",77,5,130,2016,"2016","5/9/2016",19,19,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Hemiptera_A","Hemiptera_A",1,"Hemiptera_A",0.00068,"This study",NA,0.00068,"n","5"
"3559","DM16028",77,5,130,2016,"2016","5/9/2016",19,19,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Hydracarina_A","Hydracarina_A_N",3,"Hydracarina_A",1e-05,"CFS","Note similar to 24.5ug mean mite weight from Douce 1976 (""163 weighings were made utilizing 1528 mites, representing 25 species of adults and 16 groups of immature stages of several species"") but as Cramer is local use that. Nymphs and adults similar size. ",3e-05,"n","5"
"3560","DM16029",60,3,85,2016,"2016","3/25/2016",13,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Amphipoda_A","Amphipoda_A",1,"Amphipoda_A",0.00082,"This study",NA,0.00082,"n","2"
"3561","DM16029",60,3,85,2016,"2016","3/25/2016",13,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Chironomidae_L","Chironomidae_L",2,"Chironomidae_L",5e-04,"This study",NA,0.001,"n","2"
"3562","DM16029",60,3,85,2016,"2016","3/25/2016",13,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Cladocera_A","Cladocera_A",2,"Cladocera_A",5e-04,"This study",NA,0.001,"n","2"
"3563","DM16029",60,3,85,2016,"2016","3/25/2016",13,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Collembola_A","Collembola_A",1,"Collembola_A",0.00038,"This study",NA,0.00038,"n","2"
"3564","DM16029",60,3,85,2016,"2016","3/25/2016",13,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_A","Diptera_A",9,"Diptera_A",0.00053,"This study",NA,0.00477,"n","2"
"3565","DM16029",60,3,85,2016,"2016","3/25/2016",13,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Ephemeroptera_N","Ephemeroptera_N",3,"Ephemeroptera_N",0.00068,"This study",NA,0.00204,"n","2"
"3566","DM16029",60,3,85,2016,"2016","3/25/2016",13,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Odonata_N","Odonata_A_N",1,"Odonata_N",0.00488,"This study","Coenagrionidae is most common taxa from CDFW data",0.00488,"n","2"
"3567","DM16030",37,3,88,2016,"2016","3/28/2016",13,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Chironomidae_L","Chironomidae_L",1,"Chironomidae_L",5e-04,"This study",NA,5e-04,"n","3"
"3568","DM16030",37,3,88,2016,"2016","3/28/2016",13,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Cladocera_A","Cladocera_A",4,"Cladocera_A",5e-04,"This study",NA,0.002,"n","3"
"3569","DM16030",37,3,88,2016,"2016","3/28/2016",13,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_A","Diptera_A",9,"Diptera_A",0.00053,"This study",NA,0.00477,"n","3"
"3570","DM16031",38,2,49,2016,"2016","2/18/2016",7,7,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Cladocera_A","Cladocera_A",1,"Cladocera_A",5e-04,"This study",NA,5e-04,"n","2"
"3571","DM16031",38,2,49,2016,"2016","2/18/2016",7,7,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Copepoda_A","Copepoda_A",2,"Copepoda_A",0.00047,"This study",NA,0.00094,"n","2"
"3572","DM16031",38,2,49,2016,"2016","2/18/2016",7,7,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_A","Diptera_A",4,"Diptera_A",0.00053,"This study",NA,0.00212,"n","2"
"3573","DM16032",37,3,81,2016,"2016","3/21/2016",12,11,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_A","Diptera_A",1,"Diptera_A",0.00053,"This study",NA,0.00053,"n","1"
